10-03-2016 15:27:00.875012;68988
10-03-2016 15:27:00.875075;68798
10-03-2016 15:27:00.875139;68588
10-03-2016 15:27:00.875203;68858
10-03-2016 15:27:00.875267;69018
10-03-2016 15:27:00.875331;68988
10-03-2016 15:27:00.875395;68798
10-03-2016 15:27:00.875459;69058
10-03-2016 15:27:00.875523;68838
10-03-2016 15:27:00.875586;68608
10-03-2016 15:27:00.875650;69038
10-03-2016 15:27:00.875714;68578
10-03-2016 15:27:00.875778;68858
10-03-2016 15:27:00.875842;68978
10-03-2016 15:27:00.875906;68878
10-03-2016 15:27:00.875970;68538
10-03-2016 15:27:00.876034;68958
10-03-2016 15:27:00.876097;68838
10-03-2016 15:27:00.876161;68858
10-03-2016 15:27:00.876225;68908
10-03-2016 15:27:00.876289;68828
10-03-2016 15:27:00.876353;69238
10-03-2016 15:27:00.876417;68918
10-03-2016 15:27:00.876481;68678
10-03-2016 15:27:00.876545;68878
10-03-2016 15:27:00.876608;68998
10-03-2016 15:27:00.876672;68718
10-03-2016 15:27:00.876736;68938
10-03-2016 15:27:00.876800;69088
10-03-2016 15:27:00.876864;68638
10-03-2016 15:27:00.876928;68668
10-03-2016 15:27:00.876992;69178
10-03-2016 15:27:00.877056;68978
10-03-2016 15:27:00.877119;68648
10-03-2016 15:27:00.877183;68698
10-03-2016 15:27:00.877247;68608
10-03-2016 15:27:00.877311;68788
10-03-2016 15:27:00.877375;68738
10-03-2016 15:27:00.877439;68838
10-03-2016 15:27:00.877503;69058
10-03-2016 15:27:00.877567;68828
10-03-2016 15:27:00.877630;68908
10-03-2016 15:27:00.877694;68558
10-03-2016 15:27:00.877758;68818
10-03-2016 15:27:00.877822;68738
10-03-2016 15:27:00.877886;68848
10-03-2016 15:27:00.877950;68748
10-03-2016 15:27:00.878014;68858
10-03-2016 15:27:00.878078;68948
10-03-2016 15:27:00.878141;68948
10-03-2016 15:27:00.878205;68978
10-03-2016 15:27:00.878269;68468
10-03-2016 15:27:00.878333;68628
10-03-2016 15:27:00.878397;68958
10-03-2016 15:27:00.878461;68718
10-03-2016 15:27:00.878525;69028
10-03-2016 15:27:00.878589;68908
10-03-2016 15:27:00.878652;68668
10-03-2016 15:27:00.878716;68748
10-03-2016 15:27:00.878780;68838
10-03-2016 15:27:00.878844;69058
10-03-2016 15:27:00.878908;69038
10-03-2016 15:27:00.878972;68398
10-03-2016 15:27:00.879036;69028
10-03-2016 15:27:00.879100;68728
10-03-2016 15:27:00.879163;68888
10-03-2016 15:27:00.879227;68998
10-03-2016 15:27:00.879291;68868
10-03-2016 15:27:00.879355;68718
10-03-2016 15:27:00.879419;68758
10-03-2016 15:27:00.879483;68708
10-03-2016 15:27:00.879547;68868
10-03-2016 15:27:00.879611;68988
10-03-2016 15:27:00.879674;68978
10-03-2016 15:27:00.879738;68888
10-03-2016 15:27:00.879802;68588
10-03-2016 15:27:00.879866;68948
10-03-2016 15:27:00.879930;68888
10-03-2016 15:27:00.879994;68798
10-03-2016 15:27:00.880058;68948
10-03-2016 15:27:00.880122;68728
10-03-2016 15:27:00.880185;68638
10-03-2016 15:27:00.880249;68838
10-03-2016 15:27:00.880313;69288
10-03-2016 15:27:00.880377;68698
10-03-2016 15:27:00.880441;68798
10-03-2016 15:27:00.880505;68798
10-03-2016 15:27:00.880569;68738
10-03-2016 15:27:00.880633;68628
10-03-2016 15:27:00.880696;69088
10-03-2016 15:27:00.880760;68788
10-03-2016 15:27:00.880824;69008
10-03-2016 15:27:00.880888;68978
10-03-2016 15:27:00.880952;68708
10-03-2016 15:27:00.881016;68818
10-03-2016 15:27:00.881080;68958
10-03-2016 15:27:00.881144;68948
10-03-2016 15:27:00.881207;68928
10-03-2016 15:27:00.881271;68978
10-03-2016 15:27:00.881335;68728
10-03-2016 15:27:00.881399;68808
10-03-2016 15:27:00.881463;68998
10-03-2016 15:27:00.881527;68528
10-03-2016 15:27:00.881591;69018
10-03-2016 15:27:00.881655;68958
10-03-2016 15:27:00.881718;68728
10-03-2016 15:27:00.881782;68688
10-03-2016 15:27:00.881846;68818
10-03-2016 15:27:00.881910;68778
10-03-2016 15:27:00.881974;68788
10-03-2016 15:27:00.882038;68868
10-03-2016 15:27:00.882102;69008
10-03-2016 15:27:00.882166;68738
10-03-2016 15:27:00.882229;68728
10-03-2016 15:27:00.882293;69048
10-03-2016 15:27:00.882357;68858
10-03-2016 15:27:00.882421;68728
10-03-2016 15:27:00.882485;69128
10-03-2016 15:27:00.882549;69028
10-03-2016 15:27:00.882613;68778
10-03-2016 15:27:00.882677;68708
10-03-2016 15:27:00.882740;68818
10-03-2016 15:27:00.882804;68958
10-03-2016 15:27:00.882868;68778
10-03-2016 15:27:00.882932;68808
10-03-2016 15:27:00.882996;68748
10-03-2016 15:27:00.883060;68888
10-03-2016 15:27:00.883124;68798
10-03-2016 15:27:00.883188;69068
10-03-2016 15:27:00.883251;68668
10-03-2016 15:27:00.883315;68798
10-03-2016 15:27:00.883379;68868
10-03-2016 15:27:00.883443;68948
10-03-2016 15:27:00.883507;68948
10-03-2016 15:27:00.883571;68888
10-03-2016 15:27:00.883635;68758
